"Código","Nombre","Régimen","Dirección","Localidad","Teléfono","Fax","Latitud","Longitud","Titularidad","CIF","Comarca","Email","Web","Servicios complementarios"
"Código: 46014856","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA NICOLAU PRIMITIU GÓMEZ SERRANO","Régimen: PÚBLICO","Calle ARQUITECTO SEGURA DEL LAGO, 9","46014 - VALÈNCIA","962 56 60 70   ","962 56 60 71","39,45442","-0,403366","GENERALITAT VALENCIANA","CIF: Q9655541B","VALÈNCIA","46014856@edu.gva.es","http://mestreacasa.gva.es/web/4601485600","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46012598","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA NUESTRA SEÑORA DEL CARMEN","Régimen: PÚBLICO","Calle AMADÍS DE GAULA, S/N","46022 - VALÈNCIA","961 20 51 50   ","961 20 51 51","39,474127","-0,335849","GENERALITAT VALENCIANA","CIF: Q9655097E","VALÈNCIA","46012598@edu.gva.es","http://mestreacasa.gva.es/web/4601259800","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46017468","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PABLO NERUDA","Régimen: PÚBLICO","Calle INGENIERO JOAQUIN BENLLOCH, 36","46026 - VALÈNCIA","961 20 73 50   ","961 20 73 51","39,451","-0,3752","GENERALITAT VALENCIANA","CIF: Q9655542J","VALÈNCIA","46017468@edu.gva.es","http://mestreacasa.gva.es/web/4601746800","Comedor; Aula Informática; Biblioteca; Aula de idiomas; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46012768","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PADRE MANJÓN","Régimen: PÚBLICO","Calle FERNANDO CABEDO TORRENTS, S/N","46017 - VALÈNCIA","962 56 66 90   ","962 56 66 91","39,434127","-0,393519","GENERALITAT VALENCIANA","CIF: Q9655137I","VALÈNCIA","46012768@edu.gva.es","http://mestreacasa.gva.es/web/4601276800","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46015885","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PARE CATALÀ","Régimen: PÚBLICO","Calle PARE ALEGRE, 22","46020 - VALÈNCIA","961 20 54 00   ","961 20 54 01","39,484319","-0,355382","GENERALITAT VALENCIANA","CIF: Q9655113J","VALÈNCIA","46015885@edu.gva.es","http://mestreacasa.gva.es/web/4601588500","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46016452","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PROFESOR BARTOLOMÉ COSSIO","Régimen: PÚBLICO","Calle REIG GENOVÉS, 29","46019 - VALÈNCIA","962 56 63 10   ","962 56 63 11","39,492583","-0,373278","GENERALITAT VALENCIANA","CIF: Q9655043I","VALÈNCIA","46016452@edu.gva.es","mailto:46016452@edu.gva.es","Comedor; Aula Informática; Biblioteca; Aula de idiomas; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46017249","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PROFESOR LUIS BRAILLE","Régimen: PÚBLICO","Calle LUIS CRUMIERE, 2","46009 - VALÈNCIA","962 56 67 10   ","962 56 67 11","39,489908","-0,380048","GENERALITAT VALENCIANA","CIF: Q9655537J","VALÈNCIA","46017249@edu.gva.es","mailto:46017249@edu.gva.es","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46018114","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PROFESOR SANCHIS GUARNER","Régimen: PÚBLICO","Calle PEDRO PATRICIO MEY, 44","VALÈNCIA","962 56 60 80   ","46018114@edu.gva.es","","","","CIF: Q9655544F","","46019 - VALÈNCIA","mailto:46018114@edu.gva.es","Comedor; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46011569","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PROFESOR SANTIAGO GRISOLIA","Régimen: PÚBLICO","Calle RAMÓN DE CAMPOAMOR, 89","VALÈNCIA","963 72 95 77   ","s_grisolia@valencia.es","","","","","","46022 - VALÈNCIA","","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46017471","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PROFESSOR RAMIRO JOVER","Régimen: PÚBLICO","Calle PÍO IX, S/N","46017 - VALÈNCIA","962 56 63 20   ","962 56 63 21","39,443335","-0,394033","GENERALITAT VALENCIANA","CIF: Q9655175I","VALÈNCIA","46017471@edu.gva.es","mailto:46017471@edu.gva.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Huerto; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46016403","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA RAFAEL ALTAMIRA","Régimen: PÚBLICO","Calle QUART DE LES VALLS, 2","46014 - VALÈNCIA","962 56 41 20   ","962 56 41 21","39,467607","-0,413479","GENERALITAT VALENCIANA","CIF: Q9655545C","VALÈNCIA","46016403@edu.gva.es","http://mestreacasa.gva.es/web/4601640300","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46015800","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA RAFAEL MATEU CÁMARA","Régimen: PÚBLICO","Plaza CERAMISTA GIMENO, S/N","46006 - VALÈNCIA","962 56 67 20   ","962 56 67 21","39,454727","-0,379055","GENERALITAT VALENCIANA","CIF: Q9655546A","VALÈNCIA","46015800@edu.gva.es","http://mestreacasa.gva.es/web/4601580000","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46013426","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA RAQUEL PAYA","Régimen: PÚBLICO","Calle MÚSICO AYLLON, 41","46018 - VALÈNCIA","962 56 63 30   ","962 56 63 31","39,466489","-0,402598","GENERALITAT VALENCIANA","CIF: Q9655039G","VALÈNCIA","46013426@edu.gva.es","http://mestreacasa.gva.es/web/4601342600","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46012771","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA RODRÍGUEZ FORNOS","Régimen: PÚBLICO","Calle VIRGEN DE LA CABEZA, 26","46014 - VALÈNCIA","961 20 58 35   ","961 20 58 36","39,460596","-0,397015","GENERALITAT VALENCIANA","CIF: Q9655072H","VALÈNCIA","46012771@edu.gva.es","http://mestreacasa.gva.es/web/4601277100","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46012811","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SALVADOR TUSET","Régimen: PÚBLICO","Calle ALAMO, 2","46025 - VALÈNCIA","962 56 67 30   ","962 56 67 31","39,491341","-0,391152","GENERALITAT VALENCIANA","CIF: Q9655547I","VALÈNCIA","46012811@edu.gva.es","http://mestreacasa.gva.es/web/4601281100","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46012471","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN FERNANDO","Régimen: PÚBLICO","Calle BELLUS, 5-7","46010 - VALÈNCIA","962 56 60 90   ","962 56 60 91","39,485619","-0,368289","GENERALITAT VALENCIANA","CIF: Q9655548G","VALÈNCIA","46012471@edu.gva.es","http://mestreacasa.gva.es/web/4601247100","Comedor; Aula Informática; Biblioteca; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46012628","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN JOSÉ DE CALASANZ","Régimen: PÚBLICO","Calle BELLO, 22","46024 - VALÈNCIA","962 56 63 40   ","962 56 63 41","39,45869","-0,33552","GENERALITAT VALENCIANA","CIF: Q9655549E","VALÈNCIA","46012628@edu.gva.es","http://mestreacasa.gva.es/web/4601262800","Comedor; Aula Informática; Biblioteca; Aula de idiomas; Laboratorio/Taller; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46012151","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN JUAN DE RIBERA","Régimen: PÚBLICO","Calle CIRILO AMORÓS, 3","46004 - VALÈNCIA","961 20 77 35   ","961 20 77 36","39,466307","-0,374104","GENERALITAT VALENCIANA","CIF: Q9655068F","VALÈNCIA","46012151@edu.gva.es","http://mestreacasa.gva.es/web/4601215100","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46012631","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN PEDRO","Régimen: PÚBLICO","Calle PEDRO DE VALENCIA, S/N","46022 - VALÈNCIA","962 56 63 50   ","962 56 63 51","39,468754","-0,337378","GENERALITAT VALENCIANA","CIF: Q9655550C","VALÈNCIA","46012631@edu.gva.es","http://mestreacasa.gva.es/web/4601263100","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46024072","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SANT ISIDRE","Régimen: PÚBLICO","Calle JOSEP ANDREU ALABARTA, 43","46014 - VALÈNCIA","961 20 55 10   ","961 20 55 11","39,451397","-0,403061","GENERALITAT VALENCIANA","CIF: S4600028G","VALÈNCIA","46024072@edu.gva.es","mailto:46024072@edu.gva.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46012136","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SANTA TERESA","Régimen: PÚBLICO","Calle DE L'HORT D'EN CENDRA, 3","46003 - VALÈNCIA","962 56 67 40   ","962 56 67 41","39,478807","-0,381419","GENERALITAT VALENCIANA","CIF: Q9655553G","VALÈNCIA","46012136@edu.gva.es","http://mestreacasa.gva.es/web/4601213600","Comedor; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46012252","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SANTO ÁNGEL DE LA GUARDA","Régimen: PÚBLICO","Avenida GASPAR AGUILAR, 96","46017 - VALÈNCIA","961 20 55 25   ","961 20 55 26","39,450769","-0,394151","GENERALITAT VALENCIANA","CIF: Q9655756F","VALÈNCIA","46012252@edu.gva.es","mailto:46012252@edu.gva.es","Transporte; Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46013463","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SARA FERNÁNDEZ","Régimen: PÚBLICO","Calle REVERENDO JOSÉ NOGUERA, 4","46017 - VALÈNCIA","962 56 67 60   ","962 56 67 61","39,446078","-0,39171","GENERALITAT VALENCIANA","CIF: Q9655555B","VALÈNCIA","46013463@edu.gva.es","mailto:46013463@edu.gva.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46012321","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SECTOR AÉREO","Régimen: PÚBLICO","Calle SANTA CRUZ DE TENERIFE, 1","46018 - VALÈNCIA","962 56 67 70   ","962 56 67 71","39,467281","-0,399907","GENERALITAT VALENCIANA","CIF: Q4680002E","VALÈNCIA","46012321@edu.gva.es","http://mestreacasa.gva.es/web/4601232100","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46023158","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SERRERÍA","Régimen: PÚBLICO","Calle SERRERÍA, 71","46022 - VALÈNCIA","961 20 51 60   ","961 20 51 61","39,467771","-0,335144","GENERALITAT VALENCIANA","CIF: Q4601055I","VALÈNCIA","46023158@edu.gva.es","mailto:46023158@edu.gva.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46012367","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA TEODORO LLORENTE","Régimen: PÚBLICO","Calle JUAN LLORENS, 59","46008 - VALÈNCIA","961 20 57 80   ","961 20 57 81","39,470218","-0,388947","GENERALITAT VALENCIANA","CIF: Q9655094B","VALÈNCIA","46012367@edu.gva.es","mailto:46012367@edu.gva.es","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46026421","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA TOMÁS DE MONTAÑANA","Régimen: PÚBLICO","Avenida BALEARES, 40","46023 - VALÈNCIA","962 56 67 80   ","962 56 67 81","39,46171","-0,351562","GENERALITAT VALENCIANA","CIF: Q4601083A","VALÈNCIA","46026421@edu.gva.es","http://mestreacasa.gva.es/web/4602642100","Comedor; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46015873","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA TOMÁS DE VILLARROYA","Régimen: PÚBLICO","Avenida DOCTOR TOMÁS SALA, S/N","46017 - VALÈNCIA","962 56 61 00   ","962 56 61 01","39,449328","-0,393404","GENERALITAT VALENCIANA","CIF: Q9655558F","VALÈNCIA","46015873@edu.gva.es","http://mestreacasa.gva.es/web/4601587300","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46012446","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA TORREFIEL","Régimen: PÚBLICO","Calle ERUDITO PAGES, 1","46019 - VALÈNCIA","962 56 63 60   ","962 56 63 61","39,495377","-0,37811","GENERALITAT VALENCIANA","CIF: Q9655559D","VALÈNCIA","46012446@edu.gva.es","http://mestreacasa.gva.es/web/4601244600","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46013487","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA VICENTE BLASCO IBÁÑEZ","Régimen: PÚBLICO","Calle ISABEL DE VILLENA, 6","46011 - VALÈNCIA","962 56 63 70   ","962 56 63 71","39,479707","-0,325567","GENERALITAT VALENCIANA","CIF: Q9655568E","VALÈNCIA","46013487@edu.gva.es","mailto:46013487@edu.gva.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46017213","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA VICENTE GAOS","Régimen: PÚBLICO","Plaza POETA VICENTE GAOS, 1","46021 - VALÈNCIA","962 56 63 80   ","962 56 63 81","39,47757","-0,348837","GENERALITAT VALENCIANA","CIF: Q9655569C","VALÈNCIA","46017213@edu.gva.es","mailto:46017213@edu.gva.es","Comedor; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46013505","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA VIVERS","Régimen: PÚBLICO","Calle JACA, S/N","46010 - VALÈNCIA","962 56 67 90   ","962 56 67 91","39,483574","-0,367763","GENERALITAT VALENCIANA","CIF: Q9655114H","VALÈNCIA","46013505@edu.gva.es","mailto:46013505@edu.gva.es","Comedor; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46013475","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA 8 DE MARÇ","Régimen: PÚBLICO","Calle MARÍA ZAMBRANO, 1","46018 - VALÈNCIA","962 56 62 40   ","962 56 62 41","39,464885","-0,395878","GENERALITAT VALENCIANA","CIF: Q9655011F","VALÈNCIA","46013475@edu.gva.es","http://mestreacasa.gva.es/web/4601347500","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46014868","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA 9 D'OCTUBRE","Régimen: PÚBLICO","Calle DEMOCRÀCIA, 32","46018 - VALÈNCIA","962 56 68 00   ","962 56 68 01","39,473931","-0,398183","GENERALITAT VALENCIANA","CIF: Q9655724D","VALÈNCIA","46014868@edu.gva.es","http://mestreacasa.gva.es/web/4601486800","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46020522","CENTRE DOCENT PRIVAT DE FORMACIÓ BÀSICA DE PERSONES ADULTES CASA DE LOS OBREROS DE SAN VICENTE FERRER","Régimen: PRIVADO","Calle CAVALLERS (CASA DE LOS OBREROS), 31","46001 - VALÈNCIA","963 91 66 77   ","963 91 16 42","39,47663","-0,378127","CASA DE LOS OBREROS DE SAN VICENTE FERRER","","VALÈNCIA","casaobreros@gmail.com","mailto:casaobreros@gmail.com","Aula Informática; Biblioteca; Inglés"
"Código: 46019957","CENTRE AUTORITZAT ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA)","Régimen: PRIVADO","Calle TURIA, 65","46008 - VALÈNCIA","963 91 70 48   ","963 91 70 48","39,477728","-0,385401","AMPARO FERRER TORREGROSA","","VALÈNCIA","botanicespaidedansa@gmail.com","mailto:botanicespaidedansa@gmail.com","Aula música"
"Código: 46021681","CENTRE AUTORITZAT ELEMENTAL DE DANSA INSTITUT DANSA SOCIETAT CORAL EL MICALET","Régimen: PRIVADO","Calle GUILLEM DE CASTRO, 73","46008 - VALÈNCIA","963 92 18 56   ","963 91 32 67","39,471243","-0,383974","SOCIETAT CORAL EL MICALET","","VALÈNCIA","info@elmicalet.cat","mailto:info@elmicalet.cat","Aula música"
"Código: 46019647","CENTRE AUTORITZAT ELEMENTAL DE MÚSICA ALSINA, ASOCIACIÓN","Régimen: PRIVADO","Calle DOCTOR SANCHIS SIVERA, 23","46008 - VALÈNCIA","963 84 61 51   ","963 84 61 51","39,468533","-0,387184","ASOCIACIÓN MUSICAL CENTRO ALSINA","","VALÈNCIA","musica.alsina@gmail.com","mailto:musica.alsina@gmail.com","Salón actos; Aula música"
"Código: 46018576","CENTRE AUTORITZAT ELEMENTAL DE MÚSICA AURORA I","Régimen: PRIVADO","Calle ALMIRANTE CADARSO, 9","46005 - VALÈNCIA","963 95 91 69   ","963 95 91 69","39,466067","-0,368627","AURORA SÁEZ VILA","","VALÈNCIA","secretaria@escuelademusicaaurora.com","mailto:secretaria@escuelademusicaaurora.com","Aula música"
"Código: 46016841","CENTRE AUT. D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS D'ARTS PLÀSTIQUES I DISSENY BARREIRA ARTE Y DISEÑO","Régimen: PRIVADO","Calle SAN JACINTO, 1","46008 - VALÈNCIA","961 13 03 54   ","961 13 03 59","39,47549","-0,389411","BARREIRA ARTE Y DISEÑO, SL","","VALÈNCIA","barreira@barreira.edu.es","mailto:barreira@barreira.edu.es","Aula Informática; Inglés"
"Código: 46016971","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ","Régimen: PRIVADO","Calle ALGINET, 8-10","46010 - VALÈNCIA","963 62 27 79   ","963 62 27 79","39,472208","-0,358743","M. CRUZ ALCALÁ SELVA","","VALÈNCIA","info@maricruzalcala.com","mailto:info@maricruzalcala.com","Aula música; I. Deportivas"
"Código: 46018588","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE DANSA ESTUDIO DANZA MARÍA CARBONELL","Régimen: PRIVADO","Calle ALCALDE CANO COLOMA, 7","46022 - VALÈNCIA","963 80 58 43   ","963 93 47 89","39,465156","-0,336918","CONCEPCIÓN CARBONELL ESTEVE","","VALÈNCIA","info@mariacarbonell.com","mailto:info@mariacarbonell.com","Aula música"
"Código: 46017316","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE DANSA CENTRE PROFESSIONAL DE DANSA VALENCIÀ","Régimen: PRIVADO","Calle CALIXTO III, 13","46008 - VALÈNCIA","963 85 80 54   ","963 85 80 54","39,471728","-0,387688","CENTRE PROFESSIONAL DE DANSA, CB","","VALÈNCIA","info@cpdansavalencia.com","mailto:info@cpdansavalencia.com","Aula música"
"Código: 46024746","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA ASOCIACIÓN MUSICAL ALSINA","Régimen: PRIVADO","Calle GREGORIO GEA, 21","VALÈNCIA","963 84 61 51   ","tesaiz_6@hotmail.com","","","","","","46009 - VALÈNCIA","mailto:tesaiz_6@hotmail.com","Aula música"
"Código: 46032718","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA ATENEO MUSICAL DEL PUERTO","Régimen: PRIVADO","Calle FRANCISCO BALDOMÁ, 40","VALÈNCIA","963 67 23 33   ","sociedad@atenomusicaldelpuerto.com","","","","","","46011 - VALÈNCIA","mailto:sociedad@atenomusicaldelpuerto.com","Cafetería/Bar; Aula Informática; Biblioteca; Salón actos; Aula música; Cursos de verano"
"Código: 46035690","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA EL PARQUE","Régimen: PRIVADO","Avenida PUERTO, 51","46021 - VALÈNCIA","963 69 06 74   ","963 62 51 17","39,467077","-0,354694","HERMANAS DE LA CARIDAD DE SANTA ANA","","VALÈNCIA","josemaltes@pcsantaana.com","mailto:josemaltes@pcsantaana.com","Aula Informática; Biblioteca; Salón actos; Aula música; Huerto; I. Deportivas; Cursos de verano"
"Código: 46016968","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA INSTITUTO MUSICAL GINER","Régimen: PRIVADO","Calle GUILLEM DE CASTRO, 73","46008 - VALÈNCIA","963 92 07 86   ","963 91 32 67","39,471377","-0,383988","SOCIETAT CORAL EL MICALET","","VALÈNCIA","info@elmicalet.cat","mailto:info@elmicalet.cat","Aula música"
"Código: 46027097","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA TALLER DE MÚSICA JOVE","Régimen: PRIVADO","Calle MISTRAL, 22","VALÈNCIA","963 61 63 61   ","centroprofesional@musicajove.net","","","","","","46020 - VALÈNCIA","mailto:centroprofesional@musicajove.net","Aula Informática; Biblioteca; Salón actos"
"Código: 46036131","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS ANEFF","Régimen: PRIVADO","Calle DIBUJANTE MANUEL GAGO, 10-12","VALÈNCIA","652 49 35 02   ","valencia@anefescuela.es","","","","","","46018 - VALÈNCIA","mailto:valencia@anefescuela.es","Aula Informática; Biblioteca; Salón actos; Gimnasio; Cursos de verano; Inglés; Valenciano"
"Código: 46035781","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS CENAFE","Régimen: PRIVADO","Avenida DE LES CORTS VALENCIANES, 1","VALÈNCIA","912 48 66 17   ","valencia@cenafe.es","","","","","","46015 - VALÈNCIA","mailto:valencia@cenafe.es",""
"Código: 46034144","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS CENETED","Régimen: PRIVADO","Calle MÚSICO JARQUE CUALLADÓ, 9","VALÈNCIA","675 55 20 15   ","valencia@tecnicodeportivo.net","","","","","","46009 - VALÈNCIA","mailto:valencia@tecnicodeportivo.net",""
"Código: 46036992","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS CENTRO DE FORMACIÓN DE JUDO Y DISCIPLINAS ASOCIADAS","Régimen: PRIVADO","Calle DANIEL BALACIART(POL.ESPORT.BENIMACLET), S/N","VALÈNCIA","963 92 06 30   ","adm@fvaljudo.es","","","","","","46020 - VALÈNCIA","mailto:adm@fvaljudo.es",""
"Código: 46035896","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS ELITE SPORT","Régimen: PRIVADO","Calle SALAMANCA, 45","VALÈNCIA","693 22 06 00   ","elitesportvalencia@gmail.com","","","","","","46005 - VALÈNCIA","mailto:elitesportvalencia@gmail.com",""
"Código: 46035860","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS FASCV","Régimen: PRIVADO","Calle POETA RICARDO SANMARTÍN, 3","VALÈNCIA","963 15 44 91   ","fascv@buceofederado.com","","","","","","46020 - VALÈNCIA","mailto:fascv@buceofederado.com",""
"Código: 46035288","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS FVCV","Régimen: PRIVADO","Calle POETA RICARD SANMARTIN, 3","46020 - VALÈNCIA","963 53 01 20   ","963 53 43 31","39,490049","-0,357241","FEDERACIÓ DE VELA DE LA COMUNITAT VALENCIANA","","VALÈNCIA","fvcv@fvcv.com","mailto:fvcv@fvcv.com",""
"Código: 46036402","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS GM FOOTBALL ACADEMY","Régimen: PRIVADO","Calle SALAMANCA, 55","VALÈNCIA","910 08 98 32   ","info@gmfacademy.com","","","","","","46005 - VALÈNCIA","mailto:info@gmfacademy.com",""
"Código: 46035549","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS CENTRO DEPORTIVO MARNI","Régimen: PRIVADO","Calle PADRE VIÑAS, 94","46019 - VALÈNCIA","963 65 01 98   ","963 65 01 62","39,496176","-0,368493","CENTRO DE ESTUDIOS MARNI, SA","","VALÈNCIA","ana@colegios-sigloxxi.com","mailto:ana@colegios-sigloxxi.com","Transporte; Comedor; Aula Informática; Biblioteca; Aula de idiomas; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Cursos de verano; Francés; Inglés; Valenciano"
"Código: 46034818","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS MIFRA","Régimen: PRIVADO","Avenida DE LA PLATA, 10","VALÈNCIA","619 91 56 28   ","palejandre@hotmail.com","","","","","","46013 - VALÈNCIA","mailto:palejandre@hotmail.com",""
"Código: 46025799","CENTRE PÚBLIC D'EDUCACIÓ A DISTÀNCIA CEED","Régimen: PÚBLICO","Calle CASA DE LA MISERICORDIA, 34","46014 - VALÈNCIA","961 20 69 90   ","961 20 69 91","39,464551","-0,410314","GENERALITAT VALENCIANA","CIF: S4600040B","VALÈNCIA","46025799@edu.gva.es","mailto:46025799@edu.gva.es","Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Francés; Inglés"
